Price,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc,Price(million/m_square),District,City
7.13,198,Mặt phố - Mặt đường,,,Chính chủ,Chung cư,,,,,36.01,Quận Cầu Giấy, Thành phố Hà Nội
2.75,,Mặt phố - Mặt đường,,,Nhà môi giới,Chung cư,7,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,,Quận Ba Đình, Thành phố Hà Nội
105,300,Mặt phố - Mặt đường,9.9,,Nhà môi giới,Căn hộ cho thuê,,,38,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,350,Quận Cầu Giấy, Thành phố Hà Nội
3.96,48,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,82.5,Quận Hoàng Mai, Thành phố Hà Nội
0.68,75,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,9.07,Huyện Bàu Bàng, Tỉnh Bình Dương
2.1,214.3,Ngõ ô tô đỗ cửa,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,9.8,Huyện Vĩnh Cửu, Tỉnh Đồng Nai
1.53,33,Ngõ ngách,4,Tây Tứ Trạch,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,46.36,Quận Hà Đông, Thành phố Hà Nội
0.33,1000,,,,Nhà môi giới,Bất động sản khác,,,,,0.00033,Huyện Châu Thành, Tỉnh Tây Ninh
0.85,400,Mặt phố - Mặt đường,,,Khách vãng lai,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.13,Huyện Củ Chi, Thành phố Hồ Chí Minh
2.9,52,Ngõ ngách,4.5,Tây Bắc,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,55.77,Quận Ngô Quyền, Thành phố Hải Phòng
2.4,96,Mặt phố - Mặt đường,,,Chính chủ,Biệt thự - Song lập - Đơn lập,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,25,Thành phố Thái Nguyên, Tỉnh Thái Nguyên
1,100,Mặt phố - Mặt đường,6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,10,Thành phố Chí Linh, Tỉnh Hải Dương
2.2,1003,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,2.19,Thành phố Long Khánh, Tỉnh Đồng Nai
3.9,60,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,65,Quận 12, Thành phố Hồ Chí Minh
0.55,225,,,,Nhà môi giới,Bất động sản khác,,,,,2.44,Huyện Tân Châu, Tỉnh Tây Ninh
2.55,57,Ngõ ngách,5,Đông Nam,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,44.74,Quận Hà Đông, Thành phố Hà Nội
1.7,120,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà cấp 4,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,14.17,Huyện Kiến Thụy, Thành phố Hải Phòng
0.99,500,Mặt phố - Mặt đường,,,Khách vãng lai,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1.98,Huyện Củ Chi, Thành phố Hồ Chí Minh
0.9006,114,Ngõ 3 ô tô tránh,8,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.9,Huyện Cam Lâm, Tỉnh Khánh Hòa
0.44,225,,,,Nhà môi giới,Bất động sản khác,,,,,1.96,Huyện Tân Châu, Tỉnh Tây Ninh
0.8,200,Ngõ 1 ô tô,5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4,Huyện Chơn Thành, Tỉnh Bình Phước
2.7,69,Mặt phố - Mặt đường,,,Chính chủ,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,39.13,Quận 9, Thành phố Hồ Chí Minh
9.99,84,Ngõ 1 ô tô,4,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,118.93,Quận Tân Bình, Thành phố Hồ Chí Minh
9.5,86,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,110.47,Quận Thanh Xuân, Thành phố Hà Nội
8.7,66,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,7,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,131.82,Quận Tây Hồ, Thành phố Hà Nội
0.17,70,Ngõ 4 ô tô trở lên,5,Đông Tứ Trạch,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,2.43,Huyện Hóc Môn, Thành phố Hồ Chí Minh
0.65,104,Mặt phố - Mặt đường,,,Khách vãng lai,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,6.25,Huyện Trảng Bàng, Tỉnh Tây Ninh
3.9,124,Ngõ 2 ô tô tránh,5.3,Đông Bắc,Nhà môi giới,Nhà ở,,31,31,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,31.45,Huyện Yên Phong, Tỉnh Bắc Ninh
0.55,3600,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.00015278,Huyện Chơn Thành, Tỉnh Bình Phước
48,145,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,331.03,Quận Ba Đình, Thành phố Hà Nội
1.3,512,Ngõ 1 ô tô,,,Khách vãng lai,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.54,Huyện Củ Chi, Thành phố Hồ Chí Minh
6.3,200,Ngõ 1 ô tô,,,Nhà môi giới,Mặt bằng thương mại,,,9,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,31.5,Quận Ninh Kiều, Thành phố Cần Thơ
0.74,100,Ngõ 2 ô tô tránh,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.4,Thị xã Bến Cát, Tỉnh Bình Dương
0.93,500,Mặt phố - Mặt đường,,,Khách vãng lai,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1.86,Huyện Củ Chi, Thành phố Hồ Chí Minh
2.2,75,,,,Nhà môi giới,Chung cư,11,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,29.33,Quận Bắc Từ Liêm, Thành phố Hà Nội
3.9,153,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,25.49,Thành phố Biên Hòa, Tỉnh Đồng Nai
2.35,20,Ngõ ngách,,,Nhà môi giới,Nhà ở,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,117.5,Quận Hai Bà Trưng, Thành phố Hà Nội
1.7,42,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,40.48,Huyện Gia Lâm, Thành phố Hà Nội
3.9,49,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,79.59,Quận Hoàng Mai, Thành phố Hà Nội
0.82,88,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,9.32,Huyện Hóc Môn, Thành phố Hồ Chí Minh
0.95,191,Mặt phố - Mặt đường,6,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4.97,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
2.8,110,Mặt phố - Mặt đường,44,Đông Nam,Nhà môi giới,Shophouse - Nhà phố,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,25.45,Thành phố Sóc Trăng, Tỉnh Sóc Trăng
1.06,1000,Ngõ ô tô đỗ cửa,,,Chính chủ,Nhà cấp 4,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1.06,Huyện Định Quán, Tỉnh Đồng Nai
5.95,40,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,148.75,Quận Long Biên, Thành phố Hà Nội
0.35,63,Mặt phố - Mặt đường,,,Sàn bất động sản,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,5.56,Huyện Châu Thành A, Tỉnh Hậu Giang
7.6,179,Ngõ 1 ô tô,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,42.46,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
4.1,50,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,2,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,82,Quận Tân Phú, Thành phố Hồ Chí Minh
4,1000,Mặt phố - Mặt đường,,,Chính chủ,Dự án BĐS - Khu nghỉ dưỡng - Resort,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4,Thành phố Bảo Lộc, Tỉnh Lâm Đồng
27,300,Mặt phố - Mặt đường,,,Nhà môi giới,Biệt thự,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,90,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
23,150,Mặt phố - Mặt đường,7.5,Đông Tứ Trạch,Nhà môi giới,Biệt thự,5,6,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,153.33,Quận Hải Châu, Thành phố Đà Nẵng
2.6,700,Mặt phố - Mặt đường,14,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,3.71,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
11,90,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,5,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,122.22,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
1.82,10,,,,Nhà môi giới,Nhà ở,,,,,182,Quận 4, Thành phố Hồ Chí Minh
7.35,147,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,50,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
0.95,126,Mặt phố - Mặt đường,5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.54,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
10,112.5,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,9,,88.89,Quận Hải Châu, Thành phố Đà Nẵng
4.6,65,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,70.77,Quận Thanh Xuân, Thành phố Hà Nội
2.9,30,Ngõ 1 ô tô,4.5,,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,96.67,Quận Đống Đa, Thành phố Hà Nội
12.5,80,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,156.25,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
7.5,75,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,2,3,,100,Quận Sơn Trà, Thành phố Đà Nẵng
10.6,177,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,59.89,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
8.5,73,Ngõ ô tô đỗ cửa,4.5,,Nhà môi giới,Nhà ở,,,,,116.44,Quận Sơn Trà, Thành phố Đà Nẵng
14,191,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,73.3,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
2.52,60,Mặt phố - Mặt đường,4,Đông Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,42,Quận Hồng Bàng, Thành phố Hải Phòng
8.05,50,Mặt phố - Mặt đường,5.5,,Nhà môi giới,Nhà ở,,,9,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,161,Quận Hà Đông, Thành phố Hà Nội
7.5,60,,4,,Nhà môi giới,Nhà ở,,,,,125,Quận Ngũ Hành Sơn, Thành phố Đà Nẵng
3.9,94,Mặt phố - Mặt đường,,,Chính chủ,Chung cư,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,41.49,Quận Bắc Từ Liêm, Thành phố Hà Nội
5,50,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,12,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Thanh Xuân, Thành phố Hà Nội
6.5,81,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,80.25,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
1.75,70,,,,Nhà môi giới,Chung cư,,,2,,25,Quận Nam Từ Liêm, Thành phố Hà Nội
3.6,33,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,109.09,Quận Bắc Từ Liêm, Thành phố Hà Nội
3.7,90,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,41.11,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
8.9,180,Ngõ 2 ô tô tránh,10,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,49.44,Quận Ngũ Hành Sơn, Thành phố Đà Nẵng
2.5,70,Mặt phố - Mặt đường,,Nam,Sàn bất động sản,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,35.71,Thị xã Dĩ An, Tỉnh Bình Dương
7.5,70,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,107.14,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
4.8,57,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,84.21,Quận Hai Bà Trưng, Thành phố Hà Nội
4.3,57,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,75.44,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
0.79,90,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.78,Huyện Bắc Tân Uyên, Tỉnh Bình Dương
15.3,153,Mặt phố - Mặt đường,,,Nhà môi giới,Biệt thự du lịch,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
1.3,75,Ngõ 4 ô tô tránh,,Bắc,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,17.33,Thị xã Tân Uyên, Tỉnh Bình Dương
5.2,52,Ngõ ngách,4.5,,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Thanh Xuân, Thành phố Hà Nội
0.75,150,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,5,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
1.93,102,Mặt phố - Mặt đường,6,Tây Tứ Trạch,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,18.92,Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
15.7,85.5,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,183.63,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
3,30,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,2,,100,Quận Hai Bà Trưng, Thành phố Hà Nội
16,236,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,67.8,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
2.65,36,Ngõ ngách,7.6,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,73.61,Quận Đống Đa, Thành phố Hà Nội
2.65,56,Ngõ ngách,5.6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,47.32,Quận Hai Bà Trưng, Thành phố Hà Nội
3.5,55,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,63.64,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
23,150,Ngõ 2 ô tô tránh,7.5,,Nhà môi giới,Biệt thự,,,,,153.33,Quận Hải Châu, Thành phố Đà Nẵng
3.7,35,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,3,,105.71,Quận Hai Bà Trưng, Thành phố Hà Nội
6.8,50,Ngõ ngách,9.5,,Nhà môi giới,Nhà ở,,3,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,136,Quận Hai Bà Trưng, Thành phố Hà Nội
1.8,24,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,75,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
0.93,90,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,10.33,Thị xã Tân Uyên, Tỉnh Bình Dương
4.35,55,,,,Nhà môi giới,Nhà ở,,,,,79.09,Quận Bình Tân, Thành phố Hồ Chí Minh
36,150,Mặt phố - Mặt đường,9,Đông Nam,Nhà môi giới,Biệt thự,,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,240,Quận Tây Hồ, Thành phố Hà Nội
11.5,71,Ngõ ô tô đỗ cửa,7,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,161.97,Quận Cầu Giấy, Thành phố Hà Nội
7.5,39,Ngõ ngách,3.5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,192.31,Quận Cầu Giấy, Thành phố Hà Nội
3,30,Ngõ ngách,,,Nhà môi giới,Nhà ở,,3,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Hai Bà Trưng, Thành phố Hà Nội
13.9,55,Mặt phố - Mặt đường,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,252.73,Quận Tân Bình, Thành phố Hồ Chí Minh
2.45,55,Ngõ ngách,4,Nam,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,44.55,Quận Nam Từ Liêm, Thành phố Hà Nội
1.62,150,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,10.8,Thị xã Bến Cát, Tỉnh Bình Dương
1.1,90.8,Ngõ ô tô đỗ cửa,4,Đông Nam,Chính chủ,Nhà ở,,1,2,"Đất giao - Đất phân, Giấy tờ chứng minh nguồn gốc",12.11,Huyện Gia Lâm, Thành phố Hà Nội
1.2,68,Ngõ 3 ô tô tránh,,Đông Bắc,Chính chủ,Chung cư,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,17.65,Quận Hà Đông, Thành phố Hà Nội
3.7,35,Ngõ ngách,,,Nhà môi giới,Nhà ở,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,105.71,Quận Hai Bà Trưng, Thành phố Hà Nội
2.33,100,Ngõ ô tô đỗ cửa,5,Tây Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,23.3,Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
0.15,100,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1.5,Huyện Xuân Lộc, Tỉnh Đồng Nai
15,460,,,,Chính chủ,Karaoke,,,,,32.61,Thị xã Phước Long, Tỉnh Bình Phước
3.5,35,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,3,,100,Quận Hai Bà Trưng, Thành phố Hà Nội
4,6200,Ngõ 1 ô tô,,,Nhà môi giới,Trang trại,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.00064516,Huyện Mộc Châu, Tỉnh Sơn La
1.6,69,,,Tây,Chính chủ,Chung cư,,2,2,Hợp đồng mua bán,23.19,Quận Hà Đông, Thành phố Hà Nội
3,30,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,2,,100,Quận Hai Bà Trưng, Thành phố Hà Nội
1.42,125,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,11.36,Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
3.1,102,Ngõ 2 ô tô tránh,,Tây,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,30.39,Quận Ngũ Hành Sơn, Thành phố Đà Nẵng
11.2,92,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,7,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,121.74,Quận Tân Bình, Thành phố Hồ Chí Minh
2.6,35,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,3,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,74.29,Quận Đống Đa, Thành phố Hà Nội
3.7,35,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,3,,105.71,Quận Hai Bà Trưng, Thành phố Hà Nội
1.4,118.1,Ngõ ô tô đỗ cửa,6,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.85,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
2.5,36,Ngõ ngách,8,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,69.44,Quận Đống Đa, Thành phố Hà Nội
1.2,89,Ngõ ô tô đỗ cửa,5,Tây Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,13.48,Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
8.5,63,,,,Nhà môi giới,Nhà ở,,,,,134.92,Quận Nam Từ Liêm, Thành phố Hà Nội
5.8,55,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,105.45,Quận Cầu Giấy, Thành phố Hà Nội
11.5,63,Mặt phố - Mặt đường,4,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,182.54,Quận Nam Từ Liêm, Thành phố Hà Nội
1.4,120,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,11.67,Thị xã Tân Uyên, Tỉnh Bình Dương
2,150,,,,Chính chủ,Nhà cấp 4,,,,,13.33,Thị xã Bến Cát, Tỉnh Bình Dương
12.8,110,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,116.36,Quận Thanh Xuân, Thành phố Hà Nội
0.69,100,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,6.9,Thị xã Bến Cát, Tỉnh Bình Dương
1.35,57,,,Đông Nam,Nhà môi giới,Chung cư,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,23.68,Quận Hà Đông, Thành phố Hà Nội
1.15,58,,,Đông,Nhà môi giới,Chung cư,,2,2,Hợp đồng mua bán,19.83,Quận Hà Đông, Thành phố Hà Nội
6.6,47,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,140.43,Quận Hà Đông, Thành phố Hà Nội
1.4,67,,,Nam,Nhà môi giới,Chung cư,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,20.9,Quận Hà Đông, Thành phố Hà Nội
2.1,90,,,,Chính chủ,Shophouse - Nhà phố,,,,,23.33,Huyện Bình Chánh, Thành phố Hồ Chí Minh
6,247,Mặt phố - Mặt đường,,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,24.29,Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
3.2,35,Ngõ ngách,5.1,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,91.43,Quận Hoàng Mai, Thành phố Hà Nội
2.52,60,Mặt phố - Mặt đường,6,"Đông Bắc, Tây Bắc",Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,42,Quận Hồng Bàng, Thành phố Hải Phòng
2.85,38,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,75,Quận Hai Bà Trưng, Thành phố Hà Nội
3.87,90,Ngõ ô tô đỗ cửa,5.5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,43,Huyện Đông Anh, Thành phố Hà Nội
5.1,300,Mặt phố - Mặt đường,,,Nhà môi giới,Phòng trọ/ Nhà trọ,,,8,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,17,Thị xã Bến Cát, Tỉnh Bình Dương
2.6,37,Ngõ ngách,,,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,70.27,Quận Hai Bà Trưng, Thành phố Hà Nội
0.43,97,Ngõ ô tô đỗ cửa,5.5,Tây Tứ Trạch,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4.43,Huyện Tam Đảo, Tỉnh Vĩnh Phúc
1.6,49.5,Ngõ ngách,,Tây Bắc,Nhà môi giới,Nhà ở,,3,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,32.32,Quận Lê Chân, Thành phố Hải Phòng
36,150,Mặt phố - Mặt đường,7,Đông Nam,Nhà môi giới,Biệt thự,4,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,240,Quận Tây Hồ, Thành phố Hà Nội
