Price,Location,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc
2.9 Tỷ - 24.17 Triệu/m²,"Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",120 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Shophouse - Nhà phố,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.3 Tỷ - 21.9 Triệu/m²,"Huyện Tiền Hải, Tỉnh Thái Bình",105 m²,Ngõ 3 ô tô tránh,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.1 Tỷ - 33.87 Triệu/m²,"Huyện Thanh Trì, Thành phố Hà Nội",62 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.42 Tỷ - 14.7 Triệu/m²,"Huyện Phú Vang, Tỉnh Thừa Thiên Huế",165 m²,Ngõ 3 ô tô tránh,7.5m,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.5 Tỷ - 20.27 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",74 m²,Mặt phố - Mặt đường,---,Đông Bắc,Nhà môi giới,Chung cư,---,2,2,Hợp đồng mua bán
2.28 Tỷ - 22.8 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",100 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
450 Triệu - 2.41 Triệu/m²,"Huyện Châu Thành, Tỉnh Tây Ninh",186.6 m²,Mặt phố - Mặt đường,5m,Tây Nam,Chính chủ,"Đất - Đất nền - Nhà như đất, Bất động sản khác",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6 Tỷ - 200 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",30 m²,---,---,---,Nhà môi giới,Nhà ở,---,---,---,---
Thương lượng,"Huyện Đông Anh, Thành phố Hà Nội",78.5 m²,Ngõ 1 ô tô,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.4 Tỷ - 114.29 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",56 m²,Ngõ ô tô đỗ cửa,4.4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10 Tỷ - 250 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",40 m²,Ngõ ô tô đỗ cửa,5m,Đông,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.39 Tỷ - 17.82 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",78 m²,Mặt phố - Mặt đường,---,Tây Nam,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Đông Anh, Thành phố Hà Nội",78.5 m²,Ngõ 1 ô tô,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.4 Tỷ - 114.29 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",56 m²,Ngõ ô tô đỗ cửa,4.4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10 Tỷ - 250 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",40 m²,Ngõ ô tô đỗ cửa,5m,Đông,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.39 Tỷ - 17.82 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",78 m²,Mặt phố - Mặt đường,---,Tây Nam,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.9 Tỷ - 50.52 Triệu/m²,"Quận 9, Thành phố Hồ Chí Minh",97 m²,Mặt phố - Mặt đường,---,Đông Tứ Trạch,Nhà môi giới,Chung cư,---,---,---,---
5.2 Tỷ - 130 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",40 m²,Ngõ 1 ô tô,5.2m,---,Nhà môi giới,Nhà ở,---,---,---,---
7.5 Tỷ - 153.06 Triệu/m²,"Quận Hải Châu, Thành phố Đà Nẵng",49 m²,Mặt phố - Mặt đường,---,Đông Nam,Nhà môi giới,Nhà ở,3,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.5 Tỷ - 23 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",65 m²,Mặt phố - Mặt đường,---,---,Sàn bất động sản,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Sóc Sơn, Thành phố Hà Nội",467 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
37 Tỷ - 711.54 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",52 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,"Nhà ở, Toà nhà văn phòng",---,---,7,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4 Tỷ - 40 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.58 Tỷ - 80.63 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",32 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
588 Triệu - 1.23 Triệu/m²,"Huyện Cam Lộ, Tỉnh Quảng Trị",477 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
Thương lượng,"Huyện Sóc Sơn, Thành phố Hà Nội",467 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.3 Tỷ - 162.22 Triệu/m²,"Quận Nam Từ Liêm, Thành phố Hà Nội",45 m²,Ngõ 2 ô tô tránh,4m,---,Nhà môi giới,Nhà ở,---,---,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.9 Tỷ - 1.42 Triệu/m²,"Huyện Lương Sơn, Tỉnh Hoà Bình","2,045 m²",Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.4 Tỷ - 5.83 Triệu/m²,"Thành phố Bảo Lộc, Tỉnh Lâm Đồng",240 m²,---,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,---
600 Triệu - 13.95 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",43 m²,Ngõ ngách,---,---,Chủ đầu tư,"Chung cư, Chung cư mini",---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
11 Tỷ - 87.3 Triệu/m²,"Huyện Bến Lức, Tỉnh Long An",126 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Nhà ở,---,---,---,---
3.64 Tỷ - 45.5 Triệu/m²,"Huyện Đông Anh, Thành phố Hà Nội",80 m²,Ngõ 2 ô tô tránh,4m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
160 Tỷ - 864.86 Triệu/m²,"Quận Hoàn Kiếm, Thành phố Hà Nội",185 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Khách sạn - Nhà nghỉ,---,---,27,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 18.52 Triệu/m²,"Thành phố Thanh Hóa, Tỉnh Thanh Hóa",54 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
770 Triệu - 6.16 Triệu/m²,"Huyện Trảng Bom, Tỉnh Đồng Nai",125 m²,Ngõ 2 ô tô tránh,5m,---,Khách vãng lai,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
9.2 Tỷ - 127.78 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",72 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
160 Tỷ - 864.86 Triệu/m²,"Quận Hoàn Kiếm, Thành phố Hà Nội",185 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Khách sạn - Nhà nghỉ,---,---,27,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 18.52 Triệu/m²,"Thành phố Thanh Hóa, Tỉnh Thanh Hóa",54 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
770 Triệu - 6.16 Triệu/m²,"Huyện Trảng Bom, Tỉnh Đồng Nai",125 m²,Ngõ 2 ô tô tránh,5m,---,Khách vãng lai,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
9.2 Tỷ - 127.78 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",72 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.78 Tỷ - 127.54 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",61 m²,Ngõ 2 ô tô tránh,4m,---,Nhà môi giới,Nhà ở,---,3,4,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán, Giấy tờ chứng minh nguồn gốc"
1.7 Tỷ - 41.46 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",41 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
42.5 Tỷ - 200.47 Triệu/m²,"Quận 10, Thành phố Hồ Chí Minh",212 m²,Mặt phố - Mặt đường,11m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.9 Tỷ - 86.25 Triệu/m²,"Huyện Gia Lâm, Thành phố Hà Nội",80 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 77.59 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",58 m²,Ngõ ngách,---,---,Chính chủ,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
458 Triệu - 4.58 Triệu/m²,"Huyện Chơn Thành, Tỉnh Bình Phước",100 m²,Mặt phố - Mặt đường,5m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.15 Tỷ - 11.5 Triệu/m²,"Thành phố Sầm Sơn, Tỉnh Thanh Hóa",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
7.3 Tỷ - 162.22 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",45 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
9.5 Tỷ - 93.14 Triệu/m²,"Quận Bình Thạnh, Thành phố Hồ Chí Minh",102 m²,Ngõ ô tô đỗ cửa,5.5m,---,Nhà môi giới,Nhà ở,4,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.38 Tỷ - 27.6 Triệu/m²,"Huyện Thanh Trì, Thành phố Hà Nội",50 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15 Tỷ - 78.95 Triệu/m²,"Quận Sơn Trà, Thành phố Đà Nẵng",190 m²,Ngõ 3 ô tô tránh,10m,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.26 Tỷ - 10 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",126 m²,Ngõ 2 ô tô tránh,6m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.3 Tỷ - 110 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",30 m²,Ngõ ô tô đỗ cửa,4.2m,---,Nhà môi giới,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
435 Triệu - 2.9 Triệu/m²,"Huyện Tuy An, Tỉnh Phú Yên",150 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3 Tỷ - 33.33 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",90 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,3,Hợp đồng mua bán
11.1 Tỷ - 108.82 Triệu/m²,"Thành phố Huế, Tỉnh Thừa Thiên Huế",102 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Shophouse - Nhà phố,---,---,---,---
1.45 Tỷ - 25 Triệu/m²,"Huyện Bát Xát, Tỉnh Lào Cai",58 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà hàng - Cửa hàng - Ki ốt,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
150 Triệu - 1.43 Triệu/m²,"Huyện Xuân Lộc, Tỉnh Đồng Nai",105 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
34 Tỷ - 242.86 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",140 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 7.41 Triệu/m²,"Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",135 m²,Mặt phố - Mặt đường,---,---,Chính chủ,"Nhà cấp 4, Đất - Đất nền - Nhà như đất",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.45 Tỷ - 25 Triệu/m²,"Huyện Bát Xát, Tỉnh Lào Cai",58 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà hàng - Cửa hàng - Ki ốt,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
150 Triệu - 1.43 Triệu/m²,"Huyện Xuân Lộc, Tỉnh Đồng Nai",105 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
34 Tỷ - 242.86 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",140 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 7.41 Triệu/m²,"Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",135 m²,Mặt phố - Mặt đường,---,---,Chính chủ,"Nhà cấp 4, Đất - Đất nền - Nhà như đất",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.58 Tỷ - 17.17 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",92 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
700 Triệu - 1.4 Triệu/m²,"Thành phố Bảo Lộc, Tỉnh Lâm Đồng",500 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
2.6 Tỷ - 104 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",25 m²,Ngõ ngách,4m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
890 Triệu - 8.9 Triệu/m²,"Huyện Trảng Bom, Tỉnh Đồng Nai",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.45 Tỷ - 136.25 Triệu/m²,"Quận Bình Thạnh, Thành phố Hồ Chí Minh",40 m²,Ngõ ngách,4m,Đông Nam,Nhà môi giới,Nhà ở,2,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Quận Bắc Từ Liêm, Thành phố Hà Nội",67 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.5 Tỷ - 36.76 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",68 m²,Mặt phố - Mặt đường,---,Nam,Chủ đầu tư,Chung cư,---,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
8.9 Tỷ - 23.3 Triệu/m²,"Huyện Gia Lâm, Thành phố Hà Nội",382 m²,Ngõ 2 ô tô tránh,16.5m,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.6 Tỷ - 14.61 Triệu/m²,"Huyện Củ Chi, Thành phố Hồ Chí Minh",178 m²,Ngõ 1 ô tô,12m,---,Nhà môi giới,Nhà cấp 4,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
46 Tỷ - 153.33 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",300 m²,Mặt phố - Mặt đường,13m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.52 Tỷ - 4.9 Triệu/m²,"Thị xã Bến Cát, Tỉnh Bình Dương",310 m²,Ngõ 2 ô tô tránh,10m,---,Chính chủ,"Nhà cấp 4, Đất - Đất nền - Nhà như đất, Phòng trọ/ Nhà trọ",---,---,---,---
1.25 Tỷ - 16.03 Triệu/m²,"Huyện Phú Vang, Tỉnh Thừa Thiên Huế",78 m²,Ngõ 1 ô tô,7.2m,Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.5 Tỷ - 21.32 Triệu/m²,"Quận Hồng Bàng, Thành phố Hải Phòng",258 m²,Ngõ ô tô đỗ cửa,7.5m,Tây Nam,Nhà môi giới,Nhà ở,---,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.05 Tỷ - 10.5 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",100 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
46 Tỷ - 153.33 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",300 m²,Ngõ 3 ô tô tránh,13m,---,Nhà môi giới,"Nhà ở, Biệt thự - Song lập - Đơn lập",4,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
18 Tỷ - 53.57 Triệu/m²,"Thành phố Thủ Dầu Một, Tỉnh Bình Dương",336 m²,Ngõ 2 ô tô tránh,14m,---,Chính chủ,Biệt thự - Song lập - Đơn lập,---,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.6 Tỷ - 105.56 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",72 m²,Ngõ 2 ô tô tránh,4m,Bắc,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.3 Tỷ - 93.48 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",46 m²,Ngõ ngách,4.4m,---,Chính chủ,Nhà ở,---,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.4 Tỷ - 116.36 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",55 m²,Ngõ 1 ô tô,4m,---,Nhà môi giới,Nhà ở,---,---,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.4 Tỷ - 32.88 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",73 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,35,---,2,Hợp đồng mua bán
7.6 Tỷ - 105.56 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",72 m²,Ngõ 2 ô tô tránh,4m,Bắc,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.3 Tỷ - 93.48 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",46 m²,Ngõ ngách,4.4m,---,Chính chủ,Nhà ở,---,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.4 Tỷ - 116.36 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",55 m²,Ngõ 1 ô tô,4m,---,Nhà môi giới,Nhà ở,---,---,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.4 Tỷ - 32.88 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",73 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,35,---,2,Hợp đồng mua bán
3.75 Tỷ - 113.64 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",33 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
430 Triệu - 215 Nghìn/m²,"Huyện Chơn Thành, Tỉnh Bình Phước","2,000 m²",Mặt phố - Mặt đường,40m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
350 Triệu - 5.65 Triệu/m²,"Huyện Châu Thành A, Tỉnh Hậu Giang",62 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
9 Tỷ - 176.47 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",51 m²,Ngõ 3 ô tô tránh,---,---,Nhà môi giới,"Nhà ở, Biệt thự - Song lập - Đơn lập, Nhà liền kề - Song lập - Đơn lập",---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.57 Tỷ - 7.2 Triệu/m²,"Huyện Sóc Sơn, Thành phố Hà Nội",357 m²,Ngõ 2 ô tô tránh,14.2m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.89 Tỷ - 42 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",45 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,---,---
2.9 Tỷ - 26.48 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",109.5 m²,Ngõ ngách,5m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2 Tỷ - 20.41 Triệu/m²,"Huyện Tiền Hải, Tỉnh Thái Bình",98 m²,Ngõ 2 ô tô tránh,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
993 Triệu - 6.62 Triệu/m²,"Thành phố Đồng Xoài, Tỉnh Bình Phước",150 m²,Mặt phố - Mặt đường,6m,Tây Tứ Trạch,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.7 Tỷ - 162.86 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",35 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.2 Tỷ - 39.51 Triệu/m²,"Thành phố Huế, Tỉnh Thừa Thiên Huế",81 m²,Ngõ 1 ô tô,---,---,Khách vãng lai,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Bát Xát, Tỉnh Lào Cai","1,000 m²",---,---,---,Nhà môi giới,"Đất - Đất nền - Nhà như đất, Dự án BĐS - Khu nghỉ dưỡng - Resort",---,---,---,---
2 Tỷ - 2.39 Triệu/m²,"Huyện Bát Xát, Tỉnh Lào Cai",837 m²,Ngõ 1 ô tô,32m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.6 Tỷ - 5.33 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",300 m²,Mặt phố - Mặt đường,10m,---,Nhà môi giới,Phòng trọ/ Nhà trọ,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
13.95 Tỷ - 166.07 Triệu/m²,"Quận Hải Châu, Thành phố Đà Nẵng",84 m²,Mặt phố - Mặt đường,4.2m,---,Nhà môi giới,Nhà cấp 4,---,---,---,---
19 Tỷ - 113.1 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",168 m²,Mặt phố - Mặt đường,8m,---,Nhà môi giới,Nhà ở,---,---,---,---
320 Triệu - 91.43 Nghìn/m²,"Huyện Bù Đăng, Tỉnh Bình Phước","3,500 m²",Mặt phố - Mặt đường,60m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15.5 Tỷ - 155 Triệu/m²,"Quận Sơn Trà, Thành phố Đà Nẵng",100 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Nhà ở,---,---,---,---
2.5 Tỷ - 2.5 Triệu/m²,"Huyện Bát Xát, Tỉnh Lào Cai","1,000 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.35 Tỷ - 75.67 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",150 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,---,---
2.5 Tỷ - 2.5 Triệu/m²,"Huyện Bát Xát, Tỉnh Lào Cai","1,000 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.35 Tỷ - 75.67 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",150 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,---,---
800 Triệu - 1.33 Triệu/m²,"Huyện Bát Xát, Tỉnh Lào Cai",600 m²,Ngõ ngách,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,---
